start_time,end_time,service_provider,longi ,lati,upload_speed,download_speed,delay,cell_id_1,plmn_1,rssi_1,earfcn_1,Pic_1,rsrp_1,rsrq_1,sinr_1,cell_id_2,plmn_2,rssi_1,earfcn_2,pic_2,rsrp_2,rsrq_2,sinr_2
2022-04-18 13:37:30.470162,2022-04-18 13:38:16.178776,Airtel,NA,NA,2.12398102735385,22.8767201733955,78.149,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB
2022-04-18 13:39:42.544602,2022-04-18 13:40:22.272182,Airtel,NA,NA,2.6230939297515,25.8687251309134,60.079,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB
2022-04-18 15:10:39.897587,2022-04-18 15:11:30.520695,Airtel,NA,NA,1.63485453641719,7.52250022708371,89.997,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB
2022-04-18 15:17:19.413783,2022-04-18 15:17:53.305603,Airtel,NA,NA,0.714253205202539,13.9185927645976,81.335,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB,233523713,40449,-80dB,1415,66,-110dBm,-10dB,11dB
