start_time,end_time,service_provider,longi ,lati,upload_speed,download_speed,delay,cell_id_1,plmn_1,rssi_1,earfcn_1,Pic_1,rsrp_1,rsrq_1,sinr_1,cell_id_2,plmn_2,rssi_1,earfcn_2,pic_2,rsrp_2,rsrq_2,sinr_2,altitude
2022-06-15 12_18_37.024572,2022-06-15 12_19_22.999774,Airtel,NA,NA,21.4245799034372,19.9167950890237,109.893,233523980,40449,-57dB,1415,337,-86dBm,-9dB,11dB,233523980,40449,-44dB,1415,337,-71dBm,-9dB,12dB,5
2022-06-15 12_19_48.133758,2022-06-15 12_20_22.867753,Airtel,NA,NA,20.9684554257421,19.5786444192467,53.7,233523980,40449,-51dB,1415,337,-80dBm,-9dB,4dB,233523980,40449,-51dB,1415,337,-85dBm,-9dB,6dB,5
2022-06-15 12_20_32.787696,2022-06-15 12_21_12.269685,Airtel,NA,NA,13.703340143539,6.07938195333671,51.14,233523980,40449,-60dB,1415,337,-94dBm,-9dB,4dB,233523980,40449,-60dB,1415,337,-94dBm,-14dB,3dB,5
2022-06-15 12_21_48.912176,2022-06-15 12_22_20.278256,Airtel,NA,NA,19.5242351590357,17.2234861029476,53.399,233523980,40449,-60dB,1415,337,-94dBm,-14dB,2dB,233523980,40449,-60dB,1415,337,-94dBm,-14dB,7dB,5
2022-06-15 12_22_26.006133,2022-06-15 12_22_59.219227,Airtel,NA,NA,17.540147635559,6.3382779266182,53.467,233523980,40449,-60dB,1415,337,-94dBm,-14dB,9dB,233523980,40449,-60dB,1415,337,-94dBm,-14dB,3dB,5
2022-06-15 12_30_39.127891,2022-06-15 12_31_10.979138,Airtel,NA,NA,16.2863304882919,11.456716105724,61.128,233523980,40449,-63dB,1415,337,-90dBm,-10dB,9dB,233523980,40449,-57dB,1415,337,-90dBm,-10dB,11dB,6
2022-06-15 12_31_19.971486,2022-06-15 12_31_58.385672,Airtel,NA,NA,19.8299611287697,5.89246971104032,50.453,233523980,40449,-57dB,1415,337,-95dBm,-10dB,4dB,233523980,40449,-63dB,1415,337,-95dBm,-10dB,3dB,6
2022-06-15 12_32_03.948271,2022-06-15 12_32_39.448452,Airtel,NA,NA,19.5842657057865,5.99566272285559,56.929,233523980,40449,-63dB,1415,337,-95dBm,-10dB,5dB,233523980,40449,-63dB,1415,337,-91dBm,-10dB,3dB,6
2022-06-15 12_38_15.316828,2022-06-15 12_38_47.030398,Airtel,NA,NA,20.5653982113225,9.94479477928495,54.148,233523980,40449,-59dB,1415,337,-84dBm,-10dB,10dB,233523980,40449,-53dB,1415,337,-84dBm,-10dB,12dB,6
2022-06-15 12_38_57.119256,2022-06-15 12_39_29.759575,Airtel,NA,NA,22.791303903432,10.9367801505584,51.606,233523980,40449,-53dB,1415,337,-84dBm,-10dB,15dB,233523980,40449,-55dB,1415,337,-86dBm,-10dB,12dB,6
2022-06-15 12_49_04.843469,2022-06-15 12_49_37.113253,Airtel,NA,NA,14.7251029246223,8.78063977946863,55.42,233523980,40449,-54dB,1415,337,-86dBm,-15dB,13dB,233523980,40449,-54dB,1415,337,-86dBm,-10dB,5dB,7
2022-06-15 12_49_42.855791,2022-06-15 12_50_18.329154,Airtel,NA,NA,2.41527895773283,2.11146041268312,54.826,233523980,40449,-54dB,1415,337,-86dBm,-10dB,4dB,233523980,40449,-54dB,1415,337,-92dBm,-10dB,4dB,7
2022-06-15 12_50_27.686015,2022-06-15 12_51_04.587836,Airtel,NA,NA,8.93148581160237,2.30648218692907,59.001,233523980,40449,-54dB,1415,337,-85dBm,-10dB,7dB,233523980,40449,-61dB,1415,337,-93dBm,-10dB,3dB,7
2022-06-15 12_51_34.485222,2022-06-15 12_52_08.408350,Airtel,NA,NA,12.7480726536604,7.25715725534286,49.591,233523980,40449,-60dB,1415,337,-86dBm,-10dB,8dB,233523980,,,,,,,,7
2022-06-15 12_55_39.971885,2022-06-15 12_56_13.149780,Airtel,NA,NA,16.4013878649364,4.22683906028179,58.641,233523980,40449,-60dB,1415,337,-96dBm,-15dB,1dB,233523980,40449,-55dB,1415,337,-88dBm,-10dB,9dB,7
2022-06-15 13_24_57.935619,2022-06-15 13_25_31.595476,Airtel,NA,NA,1.66746448537892,7.45246784362882,126.777,233523497,40449,-56dB,3646,,-81dBm,-11dB,3dB,233523497,40449,-56dB,3646,,-82dBm,-11dB,7dB,0
2022-06-15 13_25_53.143238,2022-06-15 13_26_30.755598,Airtel,NA,NA,13.2553207978069,4.14732493578799,50.232,233523497,40449,-56dB,3646,,-82dBm,-11dB,-3dB,233523497,40449,-48dB,3646,,-77dBm,-11dB,-1dB,0
2022-06-15 13_26_45.721079,2022-06-15 13_27_18.696046,Airtel,NA,NA,20.5413063294508,18.0136819871818,51.937,233523497,40449,-54dB,3646,,-82dBm,-11dB,-1dB,233523497,40449,-60dB,1415,337,-91dBm,-13dB,5dB,0
2022-06-15 13_27_24.458166,2022-06-15 13_27_55.992625,Airtel,NA,NA,20.4739555341165,24.5343330583446,51.041,233523980,40449,-53dB,1415,337,-83dBm,-13dB,6dB,233523980,40449,-59dB,1415,337,-94dBm,-13dB,8dB,0
2022-06-15 13_28_48.977349,2022-06-15 13_29_20.842324,Airtel,NA,NA,22.2528029367332,3.64021417362768,54.752,233523980,40449,-62dB,1415,337,-92dBm,-13dB,6dB,233523980,40449,-55dB,1415,337,-92dBm,-13dB,6dB,0
2022-06-15 13_32_08.618726,2022-06-15 13_32_40.448820,Airtel,NA,NA,15.6684137475691,8.48732885438858,55.472,233523467,40449,-68dB,1415,249,-95dBm,-8dB,4dB,233523467,40449,-61dB,1415,337,-90dBm,-8dB,14dB,1
2022-06-15 13_33_15.928739,2022-06-15 13_33_53.095210,Airtel,NA,NA,19.1595208455055,31.0004911272705,51.697,233523467,40449,-61dB,1415,249,-90dBm,-8dB,4dB,233523467,40449,-61dB,1415,337,-90dBm,-13dB,-1dB,1
2022-06-15 13_34_09.874633,2022-06-15 13_34_50.576748,Airtel,NA,NA,8.09783079982612,6.35986338072343,52.501,233523980,40449,-61dB,1415,337,-90dBm,-13dB,7dB,233523980,40449,-67dB,1415,249,-94dBm,-8dB,10dB,1
2022-06-15 13_35_04.604840,2022-06-15 13_35_36.324916,Airtel,NA,NA,19.441689388162,22.6406621529868,53.398,233523467,40449,-67dB,1415,249,-94dBm,-8dB,11dB,233523467,40449,-58dB,1415,337,-89dBm,-13dB,6dB,1
2022-06-15 13_36_40.154538,2022-06-15 13_37_17.792634,Airtel,NA,NA,10.0942518238055,6.33405619307388,56.893,233523467,40449,-65dB,1415,249,-96dBm,-13dB,0dB,233523467,40449,-65dB,1415,249,-96dBm,-13dB,9dB,1
2022-06-15 13_39_44.163772,2022-06-15 13_40_21.790040,Airtel,NA,NA,6.47503389598819,5.48333895603345,53.09,233523980,40449,-59dB,1415,337,-85dBm,-10dB,13dB,233523980,40449,-59dB,1415,337,-91dBm,-10dB,8dB,2
2022-06-15 13_41_21.308976,2022-06-15 13_41_55.020396,Airtel,NA,NA,19.2520227889153,12.5672456865752,49.863,233523467,40449,-59dB,1415,249,-97dBm,-10dB,0dB,233523467,40449,-65dB,1415,249,-97dBm,-10dB,0dB,2
2022-06-15 13_42_00.470265,2022-06-15 13_42_37.256015,Airtel,NA,NA,10.7918267656296,6.00457799738772,48.893,233523467,40449,-65dB,1415,249,-97dBm,-10dB,-1dB,233523467,40449,-65dB,1415,249,-97dBm,-10dB,3dB,2
2022-06-15 13_43_15.763418,2022-06-15 13_43_51.278212,Airtel,NA,NA,16.8650604038246,8.31543010564358,52.405,233523467,40449,-65dB,1415,249,-92dBm,-10dB,3dB,233523467,40449,-59dB,1415,249,-92dBm,-10dB,7dB,2
2022-06-15 13_44_01.224572,2022-06-15 13_44_32.615756,Airtel,NA,NA,15.5906892038449,1.49387543479165,52.142,233523467,40449,-59dB,1415,249,-92dBm,-10dB,1dB,233523467,40449,-65dB,1415,249,-97dBm,-10dB,-2dB,2
2022-06-15 13_46_15.515638,2022-06-15 13_46_50.478933,Airtel,NA,NA,22.5885733496426,7.54863084421781,54.012,233523980,40449,-63dB,1415,337,-95dBm,-15dB,3dB,233523980,40449,-55dB,1415,337,-84dBm,-10dB,6dB,3
2022-06-15 13_46_59.416797,2022-06-15 13_47_40.838287,Airtel,NA,NA,10.4075630438102,8.61050002315558,53.762,233523980,40449,-55dB,1415,337,-84dBm,-10dB,12dB,233523980,40449,-55dB,1415,337,-84dBm,-10dB,7dB,3
2022-06-15 13_47_52.630311,2022-06-15 13_48_25.128014,Airtel,NA,NA,11.7791742463602,2.41631518604732,55.597,233523980,40449,-61dB,1415,337,-89dBm,-10dB,4dB,233523980,40449,-61dB,1415,337,-96dBm,-10dB,6dB,3
2022-06-15 13_51_27.198943,2022-06-15 13_51_59.700533,Airtel,NA,NA,11.1630409041962,5.16010099196174,54.592,233523980,40449,-58dB,1415,337,-88dBm,-10dB,5dB,233523980,40449,-58dB,1415,337,-94dBm,-10dB,3dB,3
2022-06-15 13_52_28.838723,2022-06-15 13_53_00.506742,Airtel,NA,NA,11.35962246159,5.32724193368556,52.506,233523980,40449,-58dB,1415,337,-94dBm,-10dB,5dB,233523980,,,PCI:_2,,RSRQ:_2,,LAC:_2,3
2022-06-15 13_55_30.337599,2022-06-15 13_56_04.320408,Airtel,NA,NA,22.6179907974784,9.18221072591873,55.14,233523980,40449,-59dB,1415,337,-90dBm,-9dB,7dB,233523980,40449,-46dB,1415,337,-75dBm,-9dB,12dB,4
2022-06-15 13_56_16.001422,2022-06-15 13_56_48.348869,Airtel,NA,NA,14.7874501273613,22.4196894478773,49.204,233523980,40449,-46dB,1415,337,-75dBm,-9dB,14dB,233523980,40449,-48dB,1415,337,-76dBm,-9dB,17dB,4
2022-06-15 13_57_17.070664,2022-06-15 13_57_55.047788,Airtel,NA,NA,18.4313632446703,15.2745555425879,59.6,233523980,40449,-48dB,1415,337,-76dBm,-9dB,17dB,233523980,40449,-56dB,1415,337,-87dBm,-9dB,11dB,4
2022-06-15 13_58_08.849835,2022-06-15 13_58_39.482760,Airtel,NA,NA,22.2293024199426,15.8454448364083,53.848,233523980,40449,-56dB,1415,337,-87dBm,-9dB,10dB,233523980,40449,-56dB,1415,337,-87dBm,-9dB,9dB,4
2022-06-15 13_59_51.632727,2022-06-15 14_00_28.151758,Airtel,NA,NA,24.0279586588326,11.407340972957,50.669,233523980,40449,-58dB,1415,337,-87dBm,-9dB,14dB,233523980,40449,-59dB,1415,337,-87dBm,-9dB,8dB,4
2022-06-15 14_05_30.268314,2022-06-15 14_06_01.695898,Airtel,NA,NA,6.87003079734899,8.88193066341582,52.398,233523980,40449,-51dB,1415,337,-87dBm,-13dB,14dB,233523980,40449,-59dB,1415,337,-94dBm,-13dB,6dB,5
2022-06-15 14_06_09.689086,2022-06-15 14_06_42.313813,Airtel,NA,NA,9.53424726051871,2.17392006222711,63.014,233523980,40449,-65dB,1415,337,-94dBm,-13dB,-1dB,233523980,40449,-65dB,1415,337,-99dBm,-13dB,-1dB,5
2022-06-15 14_07_05.760952,2022-06-15 14_07_45.385174,Airtel,NA,NA,13.4022507047435,3.00389381677263,59.319,233523497,40449,-59dB,3646,249,-93dBm,-13dB,2dB,233523497,40449,-59dB,3646,337,-92dBm,-13dB,3dB,5
2022-06-15 14_07_57.948487,2022-06-15 14_08_31.844056,Airtel,NA,NA,12.9092704732565,5.2158861204701,56.132,233524010,40449,-59dB,3646,337,-92dBm,-13dB,0dB,233524010,40449,-59dB,3646,337,-92dBm,-13dB,1dB,5
2022-06-15 14_08_56.560403,2022-06-15 14_09_29.949728,Airtel,NA,NA,16.7098873685534,8.86522939844536,59.331,233524010,40449,-58dB,3646,337,-88dBm,-13dB,2dB,233524010,40449,-58dB,3646,337,-88dBm,-13dB,2dB,5
2022-06-15 14_12_13.843779,2022-06-15 14_12_47.869922,Airtel,NA,NA,24.1246885852588,16.823734288947,52.878,233523980,40449,-47dB,1415,337,-77dBm,-8dB,14dB,233523980,40449,-54dB,1415,337,-84dBm,-8dB,18dB,6
2022-06-15 14_13_36.965379,2022-06-15 14_14_10.845953,Airtel,NA,NA,19.5356983722958,8.00720660896256,54.422,233523980,40449,-44dB,1415,337,-75dBm,-8dB,13dB,233523980,40449,-44dB,1415,337,-75dBm,-8dB,15dB,6
2022-06-15 14_14_49.699012,2022-06-15 14_15_21.794477,Airtel,NA,NA,17.7048051644607,2.31956147714282,60.325,233523980,40449,-57dB,1415,337,-84dBm,-8dB,14dB,233523980,40449,-48dB,1415,337,-78dBm,-8dB,15dB,6
2022-06-15 14_15_54.508049,2022-06-15 14_16_31.974234,Airtel,NA,NA,17.4181345085581,10.2394712644363,52.141,233523980,40449,-48dB,1415,337,-78dBm,-8dB,12dB,233523980,40449,-52dB,1415,337,-85dBm,-8dB,16dB,6
2022-06-15 14_17_09.935721,2022-06-15 14_17_54.145366,Airtel,NA,NA,20.3736102172449,12.455464233262,65.438,233523980,40449,-52dB,1415,337,-80dBm,-8dB,10dB,233523980,40449,-46dB,1415,337,-74dBm,-8dB,12dB,6
2022-06-15 14_19_17.294446,2022-06-15 14_19_49.827652,Airtel,NA,NA,10.0089928884905,4.23933716545218,54.981,233523980,40449,-59dB,1415,337,-92dBm,-14dB,2dB,233523980,40449,-59dB,1415,337,-90dBm,-14dB,0dB,7
2022-06-15 14_20_15.017638,2022-06-15 14_21_07.535647,Airtel,NA,NA,18.4110863458627,3.38493122923482,55.172,233523980,40449,-59dB,1415,337,-95dBm,-14dB,-2dB,233523980,40449,-65dB,1415,337,-100dBm,-14dB,0dB,7
2022-06-15 14_21_15.248033,2022-06-15 14_21_51.751474,Airtel,NA,NA,2.56951504236881,3.96513462124328,55.2,233523980,40449,-65dB,1415,337,-100dBm,-14dB,0dB,233523980,40449,-65dB,1415,337,-95dBm,-14dB,1dB,7
2022-06-15 14_23_22.097923,2022-06-15 14_24_01.953489,Airtel,NA,NA,8.79638813565077,3.87345793975861,59.619,233523980,40449,-65dB,1415,337,-101dBm,-14dB,-1dB,233523980,40449,-65dB,1415,337,-92dBm,-14dB,3dB,7
2022-06-15 14_21_15.248033,2022-06-15 14_21_51.751474,Airtel,NA,NA,2.56951504236881,3.96513462124328,55.2,233523980,40449,-65dB,1415,337,-100dBm,-14dB,0dB,233523980,40449,-65dB,1415,337,-95dBm,-14dB,1dB,7
